image,href,adress,price,title
https://img.olx.com.br/thumbs256x256/81/819020009824952.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/voyage-2018-2019-1-6-msi-totalflex-4p-manual-692959362,"
									São José, 
										Campinas
									
								", R$ 41.490,"
									VOYAGE 2018/2019 1.6 MSI TOTALFLEX 4P MANUAL - 2019
								"
https://img.olx.com.br/thumbs256x256/81/815020009842973.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/voyage-2014-2014-1-6-mi-8v-flex-4p-manual-701877856,"
									São José, 
										Campinas
									
								", R$ 34.900,"
									VOYAGE 2014/2014 1.6 MI 8V FLEX 4P MANUAL - 2014
								"
https://img.olx.com.br/thumbs256x256/81/811020004610518.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/up-2015-2015-1-0-mpi-move-up-12v-flex-4p-automatizado-695831680,"
									São José, 
										Fazenda Santo Antônio
									
								", R$ 31.900,"
									UP 2015/2015 1.0 MPI MOVE UP 12V FLEX 4P AUTOMATIZADO - 2015
								"
"https://img.olx.com.br/thumbs256x256/08/085908105130529.jpg,087908107118337.jpg,089908104164975.jpg,082908101343494.jpg,082908109866813.jpg,084908106913451.jpg,085908107155667.jpg,087908104202305.jpg,089908101248943.jpg",https://(null).olx.com.br/brasil/(null)/gol-novo-1-0-mi-total-flex-8v-4p-708038722,"
									
										Kobrasol
									
								", R$ 23.490,"
									GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P
								"
https://img.olx.com.br/thumbs256x256/30/300930102449378.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-1-6-sportline-top-whats-706682333,"
									Santo Amaro da Imperatriz
										
									
								", R$ 28.500,"
									Golf 1.6 sportline top whats * - 2008
								"
https://img.olx.com.br/thumbs256x256/51/513921118409268.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-2018-2019-1-6-msi-totalflex-4p-manual-655517447,"
									São José, 
										Barreiros
									
								", R$ 39.900,"
									VOLKSWAGEN GOL 2018/2019 1.6 MSI TOTALFLEX 4P MANUAL - 2019
								"
https://img.olx.com.br/thumbs256x256/57/570927114489680.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-g5-1-0-8v-flex-prata-2009-2009-708004274,"
									São José, 
										Picadas do Sul
									
								", R$ 17.900,"
									VOLKSWAGEN GOL G5 1.0 8V FLEX Prata 2009/2009 - 2009
								"
https://img.olx.com.br/thumbs256x256/81/811020004843875.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-2000-707994157,"
									Palhoça, 
										Aririú
									
								", R$ 8.000,"
									Vw gol 2000 - 2000
								"
https://img.olx.com.br/thumbs256x256/81/816020000765315.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-2018-2019-1-0-mpfi-lt-8v-flex-4p-manual-673495005,"
									São José, 
										Kobrasol
									
								", R$ 39.490,"
									ONIX HATCH LT 1.0  - 2013
								"
https://img.olx.com.br/thumbs256x256/81/816020006795369.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/celta-lt-2014-708206515,"
									São José, 
										Campinas
									
								", R$ 21.900,"
									ONIX 2018/2019 1.0 MPFI LT 8V FLEX 4P MANUAL - 2019
								"
https://img.olx.com.br/thumbs256x256/81/810020003695384.jpg,https://(null).olx.com.br/brasil/(null)/captiva-2-4-16v-aut-705866319,"
									Palhoça, 
										Barra do Aririú
									
								", R$ 39.900,"
									Celta Lt 2014 - 2014
								"
"https://img.olx.com.br/thumbs256x256/77/773016007087385.jpg,770016009504672.jpg,774016008180284.jpg,771016008027991.jpg,775016004146405.jpg,772016008564066.jpg,774016003771174.jpg,773016005247855.jpg",https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/cruze-2016-2017-1-4-turbo-lt-16v-flex-4p-automatico-680253902,"
									
										Kobrasol
									
								", R$ 72.900,"
									Captiva 2.4 16V (Aut)
								"
https://img.olx.com.br/thumbs256x256/64/647003000986180.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-hatch-joy-1-0-708169203,"
									São José, 
										Barreiros
									
								", R$ 36.900,"
									CRUZE 2016/2017 1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO - 2017
								"
https://img.olx.com.br/thumbs256x256/20/202920108217967.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-sed-wind-1-0-8v-708108939,"
									São José, 
										Kobrasol
									
								", R$ 12.100,"
									ONIX HATCH Joy 1.0  - 2018
								"
https://img.olx.com.br/thumbs256x256/81/812019002300192.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-rock-in-rio-707970194,"
									Anitápolis
										
									
								", R$ 25.500,"
									Gol G5 rock in Rio - 2012
								"
https://img.olx.com.br/thumbs256x256/81/818020007854583.jpg,https://(null).olx.com.br/brasil/(null)/novo-crossfox-1-6-vht-flex-4p-642669144,"
									
										Kobrasol
									
								", R$ 44.900,"
									Novo CrossFox 1.6 VHT (Flex) 4p
								"
https://img.olx.com.br/thumbs256x256/92/922923096870306.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-2018-2019-1-6-msi-totalflex-4p-manual-673491304,"
									São José, 
										Campinas
									
								", R$ 38.900,"
									VOLKSWAGEN GOL 2018/2019 1.6 MSI TOTALFLEX 4P MANUAL - 2019
								"
https://img.olx.com.br/thumbs256x256/78/786909092395027.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-2018-2019-1-6-msi-totalflex-4p-manual-662739868,"
									São José, 
										Campinas
									
								", R$ 39.200,"
									GOL 2018/2019 1.6 MSI TOTALFLEX 4P MANUAL - 2019
								"
https://img.olx.com.br/thumbs256x256/53/536923118391593.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-2018-2019-1-6-msi-totalflex-4p-manual-699877260,"
									São José, 
										Kobrasol
									
								", R$ 46.900,"
									GOL 2018/2019 1.6 MSI TOTALFLEX 4P MANUAL - 2019
								"
https://img.olx.com.br/thumbs256x256/80/806019004841941.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-bola-707877481,"
									Biguaçu
										
									
								", R$ 8.000,"
									Gol bola - 1997
								"
https://img.olx.com.br/thumbs256x256/68/685007001899353.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-basico-707825855,"
									São José, 
										Ipiranga
									
								", R$ 16.500,"
									Gol g5 básico - 2011
								"
https://img.olx.com.br/thumbs256x256/75/756014004508197.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jetta-1-4-16v-676713971,"
									Palhoça, 
										Caminho Novo
									
								", R$ 102.900,"
									Jetta 1.4 16V - 2018
								"
https://img.olx.com.br/thumbs256x256/80/801019001810087.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-crossfox-1-6-677621823,"
									São José, 
										Kobrasol
									
								", R$ 46.899,"
									Volkswagen CrossFox 1.6 - 2015
								"
https://img.olx.com.br/thumbs256x256/10/108910109792294.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-wind-1-0-8v-708107642,"
									São José, 
										Real Parque
									
								", R$ 8.900,"
									Celta 2009 - 2009
								"
https://img.olx.com.br/thumbs256x256/71/710010002545796.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-gl-1-4-8v-708106607,"
									Palhoça, 
										Caminho Novo
									
								", R$ 6.500,"
									Corsa Sed.Wind 1.0 8V - 2001
								"
https://img.olx.com.br/thumbs256x256/39/391909118237722.jpg,https://(null).olx.com.br/brasil/(null)/prisma-1-4-lt-spe-4-aut-674213585,"
									Palhoça, 
										Caminho Novo
									
								", R$ 4.900,"
									Corsa Wind 1.0 8V - 1998
								"
https://img.olx.com.br/thumbs256x256/20/201920109775807.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-lt-1-0-8v-spe-4-flex-prata-2013-2013-694958097,"
									Palhoça, 
										Caminho Novo
									
								", R$ 39.900,"
									Corsa GL 1.4 8V - 1995
								"
https://img.olx.com.br/thumbs256x256/58/587928110052285.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-2018-2018-1-0-mpfi-joy-8v-flex-4p-manual-675484330,"
									
										Kobrasol
									
								", R$ 32.900,"
									Prisma 1.4 LT SPE/4 (Aut)
								"
https://img.olx.com.br/thumbs256x256/98/985929098287895.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2018-2018-1-0-mpfi-joy-8v-flex-4p-manual-675043661,"
									São José, 
										Picadas do Sul
									
								", R$ 41.900,"
									CHEVROLET ONIX LT 1.0 8V SPE/4 FLEX Prata 2013/2013 - 2013
								"
https://img.olx.com.br/thumbs256x256/51/516921114092869.jpg,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-2018-2018-1-0-mpfi-joy-8v-flex-4p-manual-675056680,"
									São José, 
										Barreiros
									
								", R$ 38.630,"
									CHEVROLET PRISMA 2018/2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - 2018
								"
